"","id","weight","airline","tweet"
"24","102899",0,"United","Late, like your flights and baggage claim _@united: We're seeing #WhiteandGold. http://t.co/hRlGYQbhA7_"
"25","103094",-1,"JetBlue","Can't wait til #April for @RedSox, heading to #FtMyers on @JetBlue in #March!! #SpringTraining #Florida"
"26","103113",-1,"JetBlue","#clusWin #clus #CiscoLive @CiscoLive @jetblue #jetblue  says 14 weeks till I fly out!   Can't Wait!!!!!!!!! @802Networking @LynneMeeks3"
"27","103135",1,"JetBlue","Hey @jetblue - enjoyed the flight from RDU to BOS this morning but the in flight TV was not working "
"28","103163",-1,"Delta","@tperkins @DeltaAssist @Delta Problems will come up and no airline is exempt!"
"29","103279",-1,"United","@united My reservation is stuck on the ""Acknowledge Schedule Change""-page. It doesn't matter how many times I accept the change. What to do?"
"30","103458",1,"American","@JensenAckles @AmericanAir your luck with planes is never goodðŸ˜‚ðŸ˜‚"
"31","103467",-1,"American","@JensenAckles @AmericanAir Yeah AA! Don't make him angry for his bday!!"
"32","103522",-1,"American","@JensenAckles @AmericanAir You and Jared should rent a private plane and problem solve."
"33","103538",-1,"American","@Jennife14402688 @JensenAckles @AmericanAir Where's Cas when you need him?! Oh, wait. He doesn't have wings anymore. Too soon?"
"34","10355",0,"JetBlue","Best and Worst Airlines for #FlightDelays http://t.co/RJ3YpqQx0s @United @JetBlue @AmericanAir @TravlandLeisure #vacationplan #businessplan"
"35","103568",-1,"American","@JensenAckles @AmericanAir  It will be worth the wait to see your baby girl!! Wait what?? It's snowing? It's a -10 here in Iowa!"
"36","103632",-2,"American","Jensen Ackles is stuck in a plain in DFW because of the snow. Poor baby! @JensenAckles: .@AmericanAir landed over... http://t.co/NC96zc8Opl"
"37","103642",-1,"American",". @AmericanAir  Awww let @JensenAckles off the plane. His hotness can help melt all that snow away. Problem solved. Ã°Å¸ËœÅ“"
"38","103706",0,"American","@JensenAckles @AmericanAir You are very patient. :) I know you can't wait to see little JJ. She's going to be a daddy's girl for sure.  :)"
"39","103885",2,"VirginAmerica","@VirginAmerica on flight 748 to Seattle, I LOVE Ã‚Â the safety video I never felt safer w joy!"
"40","10389",0,"VirginAmerica",".@VirginAmerica no longer flies from lax to phl -- aka there are no more direct flights. sorry east coast looks like i'm never visiting home"
"41","10400",-1,"American","@AmericanAir what's up with flight paperwork issues?  Let's talk, maybe I can help @Pudrowdsm"
"42","104019",-1,"AlaskaAir","I have @AlaskaAir MVP status now for the rest of the year and I don't know if I will be able to use it--how sad is that!"
"43","104100",1,"American","@AmericanAir Kudos to flight crew of AA1148 waiting to be de-iced for 5 hrs.Very polite/patient especially the flt attendants #dfwsnow"
"44","104266",-1,"American","@AmericanAir Why was AA 3682 LGA to ATL cancelled?"
"45","104287",-1,"VirginAmerica","Was stuck in this insane security line at #JFK and @VirginAmerica pulled thru. Thank youuu"
"46","104368",-1,"JetBlue","Since I bash you when I get delayed I'll commend you for being on time. Way to go @JetBlue Fort Lauderdale to Cancun"
"47","10478",-1,"JetBlue","Crazy warm @JetBlue JFK. Its a little early for heat!!! Or a broken a/c. :("
"48","10481",-1,"United","@NewsBell @united @WGNNews just missed it!"
"49","104838",1,"AlaskaAir","@AlaskaAir Great early flight up to Seattle today!  I hope that Korean Air is equally on...with a much longer leg than from SJC...."
"50","10485",0,"American","Gotta give it to you @AmericanAir after summer of travel issues, that was flawless travel day."
"51","10531",-1,"SouthWest","As usual @SouthwestAir,  the only airline where I'm not angry after getting off the plane."
"52","105346",-2,"American","@AmericanAir why are flights to DFW being cancelled tomorrow? Supposed to be above freezing all day"
"53","10586",-1,"JetBlue","@JetBlue excuse me, may i ask some question ? What type of plane do JestBlue use ? Thanks !"
"54","106097",-2,"United","@united I am stuck http://t.co/OhQLOxMuf2, sas on strike, need to get to Copenhagen, any suggestions"
"55","106543",-1,"SouthWest","Never a dull moment on @SouthwestAir during pre-flight safety announcements. #seriouslyawesome"
"56","10663",1,"JetBlue","@DunkinDonuts @JetBlue I would love to go to Chicago! I've never been &amp; everyone tells me I'd fall in love with the city! #DunkinGOSweeps"
"57","106892",-1,"JetBlue","@mocowan @JetBlue  --- BIG BAD MO SURFER?"
"58","106988",-1,"SouthWest","I just want to be home @SouthwestAir but you don't want that for me. Did I miss your birthday or something?? Tell me how to fix this."
"59","10706",-1,"American","@AmericanAir my boyfriend missed his flight in toronto to miami because of the customs in YYZ. What can he do??"
"60","107093",2,"VirginAmerica","@Dorie93950 about an hour and a half delay but #bettersafethansorry. My seat mates on @VirginAmerica are super nice women. #happy"
"61","107178",1,"AlaskaAir","Great customer service from @AlaskaAir I wasn't thrilled about a 4 hour delay, but they sent a travel voucher as a way to apologize."
"62","107397",0,"JetBlue","@JetBlue gotcha. there's a special birthday boy on flight 833 having a rough night on the tarmac. Was hoping to give him some good news"
"63","107592",0,"United",".@united actually after missing our connection and dealing with the confusion, United staff took decent care of us. arrived today &lt;3"
"64","107651",1,"AlaskaAir","@AlaskaAir Kudos to the ground &amp; flight crews on 24 tonight. Delayed to BOS &amp; now we have to change equipment. Great attitude all around."
"65","10767",-1,"SouthWest","#biofuels are soaring! In 2016, @southwestair will purchase fuel sourced frm waste wood for their SanFran airports http://t.co/xTzUODV48o"
"66","107803",0,"United","Hi @united I volunteered off a flight this morning DTW-EWR. Agent put me on AA, but not enough time to issue $400 travel voucher."
"67","107976",-1,"VirginAmerica","@VirginAtlantic @DeltaAssist just returned from USA vacation &amp; 7 flights with u guys #fantasticservice.@VirginAmerica terrible! #weakestlink"
"68","107980",2,"JetBlue","Ive never been happier to see a plane than when my plane finally arrived at the gate. But @JetBlue was good about it #BlameWeatherNotJetblue"
"69","108012",1,"AlaskaAir","Air travel with baby is made easier by really nice people at @AlaskaAir and harder by total a$$holes who sit in aisle seat and hate babies."
"70","108078",2,"VirginAmerica","How wonderful @VirginAmerica Kicking off the Season of Giving http://t.co/iI4ugWfhwC @SVdPSanMateoCo would love to get onboard, pls LMK how!"
"71","108093",0,"JetBlue","@AddieScanlon @united flight 1669 has been nothing short of a great disappointment.  @JetBlue you may have some new customers!"
"72","108230",-2,"American","@united today will be my last united flight. Have to travel cross country every week, switching to @AmericanAir because MP is terrible now"
"73","108364",0,"AlaskaAir","Cnt wait for #OPC15 flying @AlaskaAir @AmericanAir to get to Lngviw TX it sure would be nice to be upgd for some ext room! #hinthint #loljk"
"74","108373",1,"JetBlue","Never flown with @JetBlue before and don't know why not. Did everyone else know about extra legroom and good snacks? And niceness? #SPSP2015"
"75","108394",-1,"VirginAmerica","On a @united flight from DEN to SFO and a few passengers are bragging about how great of an airline @VirginAmerica is! Sad and funny."
"76","108601",-1,"Delta","@JazzShaw @DeltaAssist here's a bag of peanuts while you wait"
"77","108675",0,"VirginAmerica","I was warned I'd never use another airline again....they were right Ã°Å¸ËœÂÃ°Å¸â„¢Å’ @VirginAmerica"
"78","108679",1,"JetBlue","@JetBlue flight doesn't leave until 12am. I think I'll enjoy Vegas a little more ha! Thanks for the info!"
"79","108846",-1,"SouthWest","@syllystring @SouthwestAir @Delta what the heck happened?"
"80","108892",2,"JetBlue","After 7 hour delay @JetBlue does the right thing!!!! Great display of customer service.Apology email and free flight for everyone"
"81","108956",-1,"American","@SMLAMtehbest @USAirways they are merging with @AmericanAir to form a company almost as bad as Comcast"
"82","109025",-3,"United","We've had some complaints about @united lately but I have to say, they took care of us when we got stuck in Chicago last night! #travel"
"83","109085",1,"JetBlue","For coach, @jetblue gives you amazing leg room.. Truly appreciate it -- @americanairlines you guys are horrible"
"84","109205",-1,"American","@mlgHwnT @AmericanAir you didn't actually buy that shit at the end did you? Literally covers nothing"
"85","109263",-1,"American","@judoscott @PhilGizzi @AmericanAir Kid's school day was shorter than your wait time - buses are here"
"86","109459",-1,"United","@united My travel agent made a booking error and I was never credited my miles. The first name used on my ticket was a nickname. Help?"
"87","109563",-1,"JetBlue","@JetBlue Can't wait for non-stop service to start here in Northern Nevada in May for direct flights to NYC between us!....Thank you JetBlue."
"88","109980",-3,"American","@AmericanAir No. Issued incorrect ticket a second time. Missed 2 flights due to someone's error."
"89","109982",-1,"United","@united @bicyclingman   We were told by the gate agent that United would be offering vouchers for the inconvenience"
"90","110137",-2,"American","""@alyssafrey: ...just got hung up on by... @USAirways... without even getting an option to wait for a CS rep.... @AmericanAir"" noted."
"91","110161",-1,"AlaskaAir","Did you know that @porchdotcom is in the March issue of the @AlaskaAir Horizon edition? Check it out! #iflyalaska http://t.co/G7PYboYamZ"
"92","110257",2,"AlaskaAir","@AlaskaAir thank you for your consistent great service. After bad experience with @AllegiantTravel you have earned all my business."
"93","110276",-1,"SouthWest","I tweeted abt prob w @SouthwestAir ystday n 5 mins they responded resolved my problem &amp; rebooked me 2 get out of DCA 2day #competitionisgood"
"94","110288",-1,"VirginAmerica","Yo @VirginAmerica traffic sucks don't leave without me and @niki_takesh"
"95","110474",0,"AlaskaAir","A huge thanks to the @AlaskaAir staff at @flypdx this morning for working some serious rebooking magic. Beat the bad weather."
"96","110479",-3,"JetBlue","Dear @JetBlue do not cancel my flight tomorrow. I repeat do not cancel my flight #jetblue #nervous"
"97","110504",-2,"United","@united trying 2 book a domestic flight 4 a 16 year old traveling alone but when I select the fare it says adult (18-64) is this a problem?"
"98","110509",1,"VirginAmerica","@TheFoodLab @VirginAmerica Oh my. I'm thinking it's not a good idea for him to be putting MORE gas into his body. Gas in = gas out."
"99","110612",-2,"SouthWest","@SouthwestAir Is it possible to get $ back or credit if we have to cancel a flight less than 24hrs in advance due to an injury?"
"100","110657",-1,"JetBlue","Tx for travel info. @JetBlue is good about updating. Worried if flight gets cancelled next flight will sell out (it's a once a day route)."
"101","110952",-1,"SouthWest","@SouthwestAir extend the travel advisory to tomorrow.  I can still get out today but tomorrow may be an issue.  (DCA)"
"102","111123",-1,"JetBlue","@JetBlue hey! I'm on my way to jfk for flight 0213 to long beach. What are my chances of the flight being cancelled?"
"103","111656",-1,"American","@AmericanAir Please take care of my bae in 39A on #174 tonight. Can't wait to see her in London in the morning!"
"104","111716",-1,"United","Now commencing the live tweeting that is the disaster of attempting to leave nyc by way of @united and @CityofNewarkNJ during this storm"
"105","112247",-1,"SouthWest","@Parker_GamesMC @SouthwestAir aww poor parker"
"106","112280",-1,"American","@BasedGawdCreed @AmericanAir @OpTic_FormaL all his flights have been cancelled."
"107","112921",-1,"American","@AmericanAir how do I contact your lost &amp;found? Looking for a brown leather makeup bag on flight 1066 from Mexico City to DFW this morning."
"108","114012",-1,"Delta","@DeltaAssist I have a flight listed in my delta profile that should have been cancelled. Can you look into it?"
"109","114089",0,"AlaskaAir","Some saint on this @AlaskaAir flight just switched places with me upon seeing my panic at having to share a seat with a 75 lb service wolf."
"110","114201",-2,"SouthWest","Flying @SouthwestAir this Wednesday! I can't wait to see my wife after 2.5 months! #RDU #OKC #ArmyBCT #anxious #army"
"111","114676",-1,"United","@mfinkle @united maybe wife called and cancelled? :p"
"112","114851",-1,"American","@AmericanAir you're bad at this"
"113","114855",2,"JetBlue","Dear @JetBlue thank you for providing free wifi and guaranteeing I will never ever read all those @NewYorker magazines I've been hoarding"
"114","114861",0,"JetBlue","I love that I make #firstworldproblems tweet about tv being broken on flight&amp; @JetBlue messages me about it.Awesome soc media team guys! Ã¢â„¢Â¥"
"115","114926",-3,"American","@YesICandice been reading your tweets and I am sorry for your family's loss, I've also cancelled my flight with @AmericanAir for next month&gt;"
"116","114978",0,"American","@rolandsmartin @AmericanAir Roland you're always sharp so we excuse you this one time!Ã°Å¸Ëœâ€š"
"117","115322",1,"United","@plutokiller @united The one where the guy gets bitten by a kangaroo?  Yes.  It's the best thing I've seen on a tarmac!"
"118","115610",0,"American","@doublewidesfly You didn't get the memo? @AmericanAir adopted zilch from @USAirways - US folks (and staff) lost the best program."
"119","115616",-1,"American","@AmericanAir no. I got belittled and my fiancÃ© then tried n now she's balling her eyes out. Cause planning a wedding isn't stressful enough"
"120","115645",0,"SouthWest","@SouthwestAir So I'm traveling tonight and bought a 8oz sneaker cleaner. Do I really have to check my bag in! I hate that!!"
"121","115716",-1,"American","@Cubegirl97 @HBomb94 @AmericanAir poor h"
"122","11582",-1,"United","@united can you confirm that all flights from o'hare to Atlanta are/were cancelled today/tonight? Was supposed to flight out at 9am"
"123","115958",-1,"SouthWest","Can't wait to fly @SouthwestAir to Dallas. Ã¢Å“Ë†Ã¯Â¸Â"
"124","116043",0,"American","nah. stop. RT @AmericanAir: Squads going up in first, it's fully lie flat now. We just had 3 in a row, them warm nuts back-to-back back now."
"125","116232",-2,"Delta","@KYR_SP33DY @DeltaAssist @Delta lol that be funny ass hell watching you walk around in your socks"
"126","116475",0,"American","@TroyBakerVA @AmericanAir You really seem to have bad luck with air travel."
"127","116526",-1,"United","CNN: http://t.co/eZkKlboU7X  @united further #shamingmothers in their ""apology"" with a thinly veiled ""cover it up"". Epic fail #Unitedairines"
"128","116788",1,"AlaskaAir","A Better Way To Find The Best Flights And Avoid The Worst Airports http://t.co/PxYBWa3j4G Congrats @FlyPDX and @AlaskaAir on the rank"
"129","116825",-1,"Delta","@aayoub @nooriekay @Delta @DeltaAssist at least they accommodated her by not making her sit by the rude person and gave her an out"
"130","116935",-1,"JetBlue","Saw this bad boy when in Aruba @JetBlue #BlueSkies http://t.co/6o9JgBZiJg"
"131","116979",3,"VirginAmerica","@VirginAmerica I would like to thank the Air Marshal for switching seats with my son.  It was a pleasure to fly with you guys."
"132","11699",-2,"United","@FireAndTheMusic @united D, Are you a points collector? B. (FYI other story coming :) Excuse delay...)"
"133","117978",0,"VirginAmerica","Wish I could afford to upgrade to First Class on my first ever trip to NYC Ted Eye! my Hips will be mad at me on Sunday! @VirginAmerica"
"134","118072",-1,"SouthWest","@jonathonfeit @NikkiRossInda I don't believe things are widespread bad. @SouthwestAir just completed huge merge w/AirTran. They are bigger."
"135","118185",-1,"SouthWest","@LeeRadziwill @SouthwestAir  I used to think so, too. It would suck to attend a festival where they only served peanuts."
"136","118282",0,"Delta","@DeltaAssist I called customer service I got upgraded . The louder u scream the faster they'll listen."
"137","118783",-1,"American","@AmericanAir showing the NBC News piece on my Grandson on my flight. Lost all his hair and still battling. FB photo doggies for Anthony."
"138","118897",-1,"Delta","@louiseannej @DeltaAssist TSA would have no issues with a selfie stick, but we do not conduct screening outside the United States."
"139","118905",-1,"Delta","@DeltaAssist i have a flight on an A319 and im VS silver. can i get seat 9C or do i have to wait?"
"140","118985",-2,"United","@robertfanelli94 @FrontierCare at least @united and @Delta actually address their customers complaints on Twitter and not ignore them"
"141","118991",-1,"JetBlue","@JetBlue lost my phone on the plane, crew didn't find it, now it's back in JFK! how can i reach someone to get my phone back?!?"
"142","119219",0,"American","@IsisTaylor @AmericanAir miss, do not expect others to respect you if you do not respect you even #pornstar #bitch http://t.co/nt298KPzSA"
"143","119343",-2,"American","@Woodythedrum @AmericanAir what?! Oh god that's terrible. I am so sorry for you guys."
"144","119395",-1,"United","@shanedawson @lilschwartzie @united so sad"
"145","119662",-1,"JetBlue","@JetBlue any chance flight 714 DFW - BOS will be delayed again? Is it weather related?"
"146","119788",-1,"JetBlue","Con: Boston broke the snow record. Double con: record-breaking snow means 90 mins (so far) on @JetBlue. We're done here winter."
"147","119795",-1,"JetBlue","@JetBlue Can't wait to jet with you on April 17.  Heading to CA!  Thanks for the lift!!"
"148","11987",-1,"Delta","@JackDail @DeltaAssist I WANNA BE YOUR FUCKING CINNAMON APPLE"
"149","120006",-1,"SouthWest","@SouthwestAir is my flight delayed? Why aren't we boarding?"
"150","120021",-2,"AlaskaAir","Once again our flight is delayed. Although I can't blame @AlaskaAir because of #Seattle weather  Ã¢ËœÂÃ¯Â¸ÂÃ¢Ëœâ€Ã¯Â¸Â At least not entirely Ã°Å¸ËœÂ lol"
"151","12007",-1,"American","@Ruppism_ @AmericanAir are they really that bad? I'm supposed to fly them next weekend when I head to NJ"
"152","120208",1,"United","I need movie suggestions in case @United in flight entertainment system doesn't work (50/50) #Luxembourg no horror no blood :)"
"153","120276",-1,"Delta","@DeltaAssist can you please look up my itinerary and see if I'm going to miss my connection in CDG?  My  confirm is H5GZC8"
"154","120479",0,"JetBlue","So @JetBlue ainÃ¢â‚¬â„¢t messing around with their in-flight Internet. Free to boot (though prob. only until beta ends) http://t.co/zAV1bUCFdV"
"155","120584",-1,"United","This video of failed hijacking attempt of @united flight out of #Dulles http://t.co/lh4kDTZkQu http://t.co/fWHfepAUer"
"156","120601",-1,"United",".@united just had a failed #hijack attempt out of Dulles - http://t.co/p5RsqyLcGr"
"157","120629",-1,"SouthWest","Air Travel Complaint - Comment Form - Department of Transportation http://t.co/vFckNhbLsb @Southwestair"
"158","120669",1,"JetBlue","So there's USB ports on the new @JetBlue planes, free wifi, and very comfortable seats. I can honestly say I never regret flying JetBlue â˜ºï¸"
"159","120713",-1,"SouthWest","@Run8va @SouthwestAir woohoo. Park Tickets. Can't wait to see you and meet @BrooklynThorson"
"160","12077",-1,"JetBlue","@JetBlue you're taking me to Maine tomorrow I can't wait!"
"161","120792",-1,"SouthWest","@SouthwestAir I really dig Southwest. So I hate when people do this stuff on Facebook. https://t.co/59LVKxxnEP"
"162","120808",3,"JetBlue","@JetBlue Kudos; my 1st flight w/ u; love the extra legroom, wider seats, Fly-Fi &amp; friendly flight attendants. Switching from @AlaskaAir"
"163","120856",-2,"American","Family stress. I desperately want to jump on one of those @AmericanAir Weekly Deals to Go. And then stay. Under an assumed name."
"164","121055",1,"SouthWest","@Delta says flights out of @DallasLoveField 'jeopardized' if @SouthwestAir wins legal battle with feds  http://t.co/mfr4FaMulS"
"165","121188",-1,"United","@MollyCBS2 @united Whatever the problem was the aircraft has just taken off again en route to Sao Paulo!"
"166","121200",1,"SouthWest","@alliemoss @SouthwestAir glad to hear!  And glad it wasn't stolen or anything. After all, there's a reason you use that service."
"167","12121",-1,"JetBlue","@waltmossberg @JetBlue I had same experience when I was in Boston in August.  Two different opportunities to give me the info-both missed"
"168","121312",0,"AlaskaAir","@PSBJ NO to @Delta taking over Alaska Airlines because the best airline would go to #shit @AlaskaAir #AlaskaAir"
"169","12143",-2,"SouthWest","@SouthwestAir Is there any anticipation that this flight will be cancelled or delayed tomorrow? http://t.co/yrAGYPAEqi"
"170","121450",-1,"SouthWest","@SouthwestAir some pics from my last trip. Never let down with SW ðŸ‘ http://t.co/syOhqyjI6b"
"171","121525",-1,"JetBlue","@JetBlue Could you tell me what's causing Flight 1262's delay? Or should I call?"
"172","121586",-1,"American","@adventurousness @AmericanAir you can always file a complaint with the DOT, but it probably won't go anywhere"
"173","121723",-1,"AlaskaAir","@SmilingDeDe @JessEstrada @PSBJ @AlaskaAir @JohnLegere Watched them devour and ruin Northwest, don't need to see that again."
"174","121724",0,"SouthWest","@sandiegoairport the craft brews bar &amp; restaurant in @SouthwestAir gates 1&amp;2 area is not nearly large enough to accommodate 2 flights.  Fail"
"175","121848",-1,"AlaskaAir","@pemax @AlaskaAir  Yes it's a cool little city. Don't leave your bike alone or a meth - head will try and sell it. #Portland problems"
"176","121983",-1,"SouthWest","Hey @SouthwestAir you can kick out those December fares anytime now.  #impatient"
"177","122010",-1,"SouthWest","Purchased my @SouthwestAir tickets for Adult Nationals in SLC. Can't wait!! @AdultSk8USFS"
"178","122158",0,"JetBlue","@JetBlue no time to run to the store before my flight! but luckily, you guys are the best and have food onboard so i won't starve &lt;3"
"179","122173",-1,"JetBlue","@JetBlue Hi guys! No problems with flights out of JFK with the snow tomorrow morning? #flight301"
"180","122189",-1,"Delta","@DeltaAssist I've lost my confirmation #, is there a way I can get that easily?"
"181","122319",-1,"VirginAmerica",""" Drones""  Fly safe &amp; responsibly!  Ignorance is no excuse @FlyResponsibly @SouthwestAir  @VirginAmerica @USAirways @Delta"
"182","122415",-1,"SouthWest","""There should be lots of overhead space in the back bc the kids came on with no baggage"" - Inadvertently funny flt attendant @SouthwestAir"
"183","122835",-2,"VirginAmerica","Super weird, @SeleneLuna. I've NEVER encountered any issues pre-boarding on ANY airline when I needed to. #shame @VirginAmerica @margaretcho"
"184","122869",-1,"American","@KellyAugustineB @AmericanAir wait what"
"185","123306",1,"AlaskaAir","Wicked props to @AlaskaAir for putting #tofu on a salad! Great change and loved it! #iFlyAlaska #food #yum"
"186","123481",0,"JetBlue","Thank you @JetBlue. Won't miss much #NCAATournament action on my way to Vegas. http://t.co/hqEQLHkY3d"
"187","123693",0,"Delta","@DeltaAssist Don't have tkt yet. I want to see if I pay with miles, do I receive a refund of the miles if I need to cancel?"
"188","123735",1,"American","@misterbasic @JenSelter @AmericanAir looks like she forgot to switch accounts http://t.co/AYVF0JoYka"
"189","123918",-3,"VirginAmerica","@VirginAmerica your pre-flight video is terrible. What was wrong with the old cartoon one?  This song is the only bad thing you guys do."
"190","123962",-1,"Delta","@DeltaAssist what number do I call to Cancel my Vacation on Delta Vacations website.  The 2 people who were traveling with me won't make it"
"191","124113",0,"American","""Would u like 2 move up 2 first class?"" ""Sure!"" ""We're having weight &amp; balance issues."" Taking 1 for team. #GladIhadthatdonut. @AmericanAir"
"192","124126",-1,"SouthWest","@SouthwestAir my son missed his flight from Kansas City to Laguardia.  Can u help me book him on a later flight?  I'm in Europe &amp; can't call"
"193","12414",-2,"Delta","@DeltaAssist Poor uniform standards by this gate agent. As a fellow DL employee, a blue turtleneck &amp; no name tag looks sloppy. #Dconcourse"
"194","124221",-1,"American","@adamcrane @AmericanAir @slso Late guests must be seated at intermission. No pulling rank."
"195","124237",-1,"United","@united is it possible to contact baggage office in CHS directly? Four calls to call center have made matters worse."
"196","124243",-2,"SouthWest","@SouthwestAir Hi. If last letter of last name is missing on rsrvation how big of a deal is it flying domestically? Can you add that letter?"
"197","12427",-2,"Delta","@MichaelRCaputo @DeltaAssist Wait.... i think you're being sarcastic.."
"198","124297",-1,"Delta","@DeltaAssist @Delta my friend is on her first intl trip. Her wallet was stolen an they won't let her board without the credit card! HELP!"
"199","1244",1,"JetBlue","@JetBlue @Boston_Calling I have never been to #Boston. Would love an opportunity to explore the history....and bars!"
"200","124456",-1,"Delta","@DeltaAssist I've lost my confirmation email with my flight details and I'm a month into my trip. How do I get a new email sent to me???"
"201","124798",-1,"JetBlue","Not a bad way to start the trip @legalseafoods cc @JetBlue @BostonLogan #SourceCon http://t.co/ZuoMlGzA1T"
"202","124883",-1,"JetBlue","@ryanmuir @JetBlue @kdr ugh yes"
"203","125004",-1,"JetBlue","Sorry I cheated on you @jetblue with @usairways perfect example of if the cheap ticket seems to good to be true, it usually is."
"204","125410",1,"SouthWest","Now that I hear they're diverting flights from Chicago, I'm kinda glad I got switched. Two for you @SouthwestAir. I'm gonna make it home!"
"205","125545",-1,"American","Can't wait to slide in to @AmericanAir dm's http://t.co/rc5oIPxtBy"
"206","125588",1,"AlaskaAir","THANK YOU @AlaskaAir and @trailblazers this is so exciting can't wait to watch @Dame_Lillard and @rolopez42 #ripcity http://t.co/R0B8OEWnio"
"207","125700",-1,"American","Wait, is Scott Wolf no longer on @NBCNightShift?! Why am I watching this then? @AmericanAir got me hooked for nothing!"
"208","125725",-1,"VirginAmerica","Please I want to fly @VirginAmerica so bad, can you please get me a ticket to fly? #getmeonboard"
"209","125777",0,"VirginAmerica","Despite a wind delayed 6hr 45 min return flight @VirginAmerica truly is the best domestic airline.  Push a button and wine arrives."
"210","125843",0,"American","@AmericanAir playing @m83news ""Wait"" on plane. Life is good~"
"211","125932",-2,"JetBlue","I am exceptionally sad because LAX isn't in the June @JetBlue fare sale for the second year in a row. I miss cheap E3 airfare."
"212","125940",-1,"SouthWest","@SouthwestAir ... Any aviation incident is sad.. prayers and thoughts go out to the family.."
"213","126062",2,"SouthWest","@SouthwestAir is it better to purchase the early checkin and how does that all work? I leave tmrw!"
"214","126137",-2,"SouthWest","I've traveled to the same destination 1/2 w/ @SouthwestAir and 1/2 @Delta. Southwest = zero issues. Delta = major issues 1/2 the time."
"215","126236",0,"VirginAmerica","Many thanks to @VirginAmerica 's Christina and Aracely at SFO for addressing recent issue and promising to focus on the issue. Great."
"216","12627",-1,"SouthWest","My first flight on @SouthwestAir sna to smf... so far not too bad... just very full plane... http://t.co/YF2v99D0kO"
"217","126300",0,"United","The @united business class lounge at Heathrow is fabulous. The one in Newark sucks. Worlds apart."
"218","126304",1,"AlaskaAir","@akscojo @Delta @AlaskaAir delta is a heck of a lot better than usairways. You're lucky to even get there on usair."
"219","126308",-1,"SouthWest","@julie2768 @SouthwestAir help my friend. My issues were resolved through reaching out on social media #DoBetter #SafetyFirstCustomer2nd"
"220","126387",-1,"SouthWest","@TheZombiUnicorn @JhnnyCrwsh @SouthwestAir @JetBlue @VirginAmerica I've never had an issue with Delta"
"221","126393",-1,"American","@AmericanAir it's 2 and a half weeks, do I need to add a second complaint? Or maybe I should comment on twitter?"
